po_id,supplier_name_raw,true_supplier,true_category,item_description,business_unit,order_qty,invoice_value
PO103157,S.K.F. India Limited,SKF India Limited,Bearings & Spares,plummer block SNH 517,Sinter Plant,452,7606310.24
PO103158,SKF India Ltd,SKF India Limited,Bearings & Spares,plummer block SNH 517,Blast Furnace,392,5355543.2
PO103159,Festo India,Festo India Private Limited,Pneumatics,PNEU CYLINDER DSBC 63x200,Plate Mill,91,1417213.98
PO103160,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Blast Furnace,437,65579681.04
PO103161,Bosch Rexroth India Ltd,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Central Maintenance,464,69937276.96
PO103162,TRL Krosaki Refractories Ltd,TRL Krosaki Refractories Limited,Refractories,castable LC 60% alumina 25kg,Coke Oven,203,7997107.86
PO103163,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Blast Furnace,89,14476285.21
PO103164,atlas copco,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Sinter Plant,140,19655090.0
PO103165,KBL,Kirloskar Brothers Limited,Pumps & Compressors,screw compressor 250cfm,Steel Melt Shop,327,66127947.78
PO103166,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Central Maintenance,28,2784811.96
PO103167,S.K.F. India Limited,SKF India Limited,Bearings & Spares,plummer block SNH 517,Blast Furnace,221,3147378.13
PO103168,S.K.F. India Limited,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Plate Mill,180,4767697.8
PO103169,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Steel Melt Shop,486,73811483.28
PO103170,castrol india,Castrol India Limited,Lubricants,hydraulic oil HLP 68 210L,Sinter Plant,356,6307746.84
PO103171,SKF INDIA,SKF India Limited,Bearings & Spares,SPHERICAL ROLLER BRG 22320,Blast Furnace,386,10271070.14
PO103172,castrol india,Castrol India Limited,Lubricants,hydraulic oil HLP 68 210L,Sinter Plant,220,2193323.0
PO103173,Castrol India Ltd,Castrol India Limited,Lubricants,EP2 grease lithium 18kg,Steel Melt Shop,174,3052024.38
PO103174,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Sinter Plant,100,15409086.0
PO103175,Larsen & Toubro,Larsen and Toubro Limited,Electrical & Automation,MCCB 400A 4P,Steel Melt Shop,315,32963757.75
PO103176,SKF India Ltd,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Sinter Plant,462,10433946.6
PO103177,CASTROL INDIA,Castrol India Limited,Lubricants,gear oil 320 ISO VG,Blast Furnace,348,6117589.44
PO103178,ELECON,Elecon Engineering Company,Gears & Drives,helical geared motor 11KW,Steel Melt Shop,427,114758560.07
PO103179,atlas copco,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Steel Melt Shop,182,33797880.48
PO103180,TRL Krosaki,TRL Krosaki Refractories Limited,Refractories,ladle slide gate plate,Plate Mill,199,12195792.61
PO103181,Larsen & Toubro,Larsen and Toubro Limited,Electrical & Automation,VFD 132KW 415V drive,Plate Mill,100,3802121.0
PO103182,L and T Ltd,Larsen and Toubro Limited,Electrical & Automation,VFD 132KW 415V drive,Plate Mill,258,28510718.28
PO103183,KBL,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Steel Melt Shop,452,52722925.28
PO103184,Larsen & Toubro,Larsen and Toubro Limited,Electrical & Automation,PLC S7 input card,Steel Melt Shop,203,15243123.84
PO103185,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,submersible pump 30HP,Sinter Plant,177,41085923.22
PO103186,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Blast Furnace,490,61617250.1
PO103187,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Central Maintenance,108,21976587.36
PO103188,T R L KROSAKI,TRL Krosaki Refractories Limited,Refractories,MAG CARBON BRICK MgO-C 14%,Blast Furnace,112,4254914.72
PO103189,castrol india,Castrol India Limited,Lubricants,hydraulic oil HLP 68 210L,Coke Oven,334,5941248.78
PO103190,CASTROL INDIA,Castrol India Limited,Lubricants,hydraulic oil HLP 68 210L,Power Plant,64,530848.0
PO103191,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,screw compressor 250cfm,Blast Furnace,291,47403396.57
PO103192,shanthi gears,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Central Maintenance,162,40116852.18
PO103193,Festo India,Festo India Private Limited,Pneumatics,FRL unit 1/2in air prep,Power Plant,430,8392004.7
PO103194,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Sinter Plant,415,56277705.95
PO103195,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,helical geared motor 11KW,Central Maintenance,68,25071855.0
PO103196,Elecon Engineering,Elecon Engineering Company,Gears & Drives,helical geared motor 11KW,Steel Melt Shop,121,21555473.61
PO103197,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Hot Strip Mill,338,53370284.5
PO103198,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Coke Oven,291,29247027.75
PO103199,Elecon Engineering,Elecon Engineering Company,Gears & Drives,WORM GEARBOX 1:40 ratio,Hot Strip Mill,63,7736883.84
PO103200,Elecon Engineering,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Central Maintenance,456,50435515.2
PO103201,SKF India Ltd,SKF India Limited,Bearings & Spares,plummer block SNH 517,Power Plant,59,494628.86
PO103202,ELECON,Elecon Engineering Company,Gears & Drives,helical geared motor 11KW,Plate Mill,281,37629513.66
PO103203,S.K.F. India Limited,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Sinter Plant,48,630283.2
PO103204,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Central Maintenance,333,35374823.1
PO103205,shanthi gears,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Coke Oven,401,130247803.49
PO103206,shanthi gears,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Steel Melt Shop,210,75133256.1
PO103207,Bosch Rexroth India Ltd,Bosch Rexroth India Limited,Hydraulics,hydraulic hose R2 1in,Power Plant,102,12600421.08
PO103208,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Power Plant,2,255079.7
PO103209,S.K.F. India Limited,SKF India Limited,Bearings & Spares,SPHERICAL ROLLER BRG 22320,Power Plant,39,544535.55
PO103210,SKF INDIA,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Steel Melt Shop,460,9445925.2
PO103211,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,proportional valve 4WRE 25,Steel Melt Shop,464,52908611.52
PO103212,L&T,Larsen and Toubro Limited,Electrical & Automation,PLC S7 input card,Blast Furnace,361,40253608.24
PO103213,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,submersible pump 30HP,Central Maintenance,278,33288926.52
PO103214,Rexroth India,Bosch Rexroth India Limited,Hydraulics,hyd power pack 90L 210bar,Power Plant,315,13911159.15
PO103215,SKF India Ltd,SKF India Limited,Bearings & Spares,plummer block SNH 517,Power Plant,104,1376639.68
PO103216,Elecon Engineering,Elecon Engineering Company,Gears & Drives,helical geared motor 11KW,Power Plant,311,75046293.51
PO103217,T R L KROSAKI,TRL Krosaki Refractories Limited,Refractories,MAG CARBON BRICK MgO-C 14%,Central Maintenance,267,15578283.21
PO103218,Fenner Conveyor Belting,Fenner Conveyor Belting India,Conveyor & Handling,CONVEYOR BELT 1200mm EP500/4,Plate Mill,350,28529242.0
PO103219,Bosch Rexroth India Ltd,Bosch Rexroth India Limited,Hydraulics,proportional valve 4WRE 25,Central Maintenance,412,44432341.88
PO103220,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Coke Oven,292,41407220.6
PO103221,ELECON,Elecon Engineering Company,Gears & Drives,bevel gearbox right angle,Central Maintenance,483,65144615.34
PO103222,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,screw compressor 250cfm,Power Plant,324,49641352.2
PO103223,Bosch Rexroth India Ltd,Bosch Rexroth India Limited,Hydraulics,proportional valve 4WRE 25,Hot Strip Mill,41,4249207.61
PO103224,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Steel Melt Shop,402,57448433.1
PO103225,SKF India Ltd,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Central Maintenance,234,3081861.9
PO103226,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,WORM GEARBOX 1:40 ratio,Hot Strip Mill,309,50328427.53
PO103227,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Power Plant,312,97921902.0
PO103228,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Steel Melt Shop,84,12625300.8
PO103229,SKF INDIA,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Sinter Plant,416,8856261.44
PO103230,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Plate Mill,54,11023504.38
PO103231,SKF INDIA,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Blast Furnace,428,3588668.72
PO103232,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,vacuum pump RH,Blast Furnace,73,6303514.96
PO103233,L&T,Larsen and Toubro Limited,Electrical & Automation,HT MOTOR 1000KW 6.6KV,Power Plant,10,1203668.2
PO103234,ELECON,Elecon Engineering Company,Gears & Drives,bevel gearbox right angle,Blast Furnace,361,132474097.86
PO103235,SKF INDIA,SKF India Limited,Bearings & Spares,plummer block SNH 517,Hot Strip Mill,109,2575885.82
PO103236,SKF INDIA,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Blast Furnace,471,8675730.51
PO103237,Rexroth India,Bosch Rexroth India Limited,Hydraulics,hyd power pack 90L 210bar,Hot Strip Mill,249,24894736.14
PO103238,Castrol India Ltd,Castrol India Limited,Lubricants,gear oil 320 ISO VG,Power Plant,368,4806422.24
PO103239,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Central Maintenance,483,70374365.46
PO103240,Rexroth India,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Steel Melt Shop,403,32777307.81
PO103241,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,helical geared motor 11KW,Central Maintenance,191,74255304.93
PO103242,atlas copco,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Plate Mill,56,12924703.12
PO103243,Elecon Engineering,Elecon Engineering Company,Gears & Drives,bevel gearbox right angle,Coke Oven,42,13599348.84
PO103244,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Coke Oven,442,88036110.24
PO103245,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,proportional valve 4WRE 25,Blast Furnace,237,11928745.62
PO103246,Rexroth India,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Sinter Plant,248,17567089.92
PO103247,TRL Krosaki,TRL Krosaki Refractories Limited,Refractories,castable LC 60% alumina 25kg,Central Maintenance,168,8284125.36
PO103248,SKF INDIA,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Hot Strip Mill,285,5322414.9
PO103249,TRL Krosaki,TRL Krosaki Refractories Limited,Refractories,tundish nozzle SEN 70mm,Steel Melt Shop,143,8726291.86
PO103250,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Coke Oven,407,76044128.27
PO103251,KBL,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Blast Furnace,416,64893067.2
PO103252,shanthi gears,Shanthi Gears Limited,Gears & Drives,gear coupling GC 250,Coke Oven,24,3695196.24
PO103253,CASTROL INDIA,Castrol India Limited,Lubricants,gear oil 320 ISO VG,Plate Mill,36,478981.44
PO103254,SKF India Ltd,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Hot Strip Mill,269,6024752.65
PO103255,SKF INDIA,SKF India Limited,Bearings & Spares,plummer block SNH 517,Blast Furnace,31,477704.42
PO103256,Larsen & Toubro,Larsen and Toubro Limited,Electrical & Automation,VFD 132KW 415V drive,Sinter Plant,230,12105316.3
PO103257,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Hot Strip Mill,477,74692571.4
PO103258,shanthi gears,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Power Plant,117,25673400.09
PO103259,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Central Maintenance,277,20225473.55
PO103260,KBL,Kirloskar Brothers Limited,Pumps & Compressors,vacuum pump RH,Plate Mill,475,53087111.5
PO103261,SKF INDIA,SKF India Limited,Bearings & Spares,plummer block SNH 517,Hot Strip Mill,172,2472080.32
PO103262,Elecon Engineering,Elecon Engineering Company,Gears & Drives,WORM GEARBOX 1:40 ratio,Plate Mill,94,29943450.9
PO103263,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Blast Furnace,167,13878815.56
PO103264,Castrol India Ltd,Castrol India Limited,Lubricants,EP2 grease lithium 18kg,Steel Melt Shop,308,2336728.24
PO103265,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Blast Furnace,237,46602649.05
PO103266,ELECON,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Blast Furnace,413,80266768.89
PO103267,Castrol India Ltd,Castrol India Limited,Lubricants,turbine oil 46,Plate Mill,91,784763.07
PO103268,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Hot Strip Mill,162,32913504.36
PO103269,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Central Maintenance,458,36170604.96
PO103270,atlas copco,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Blast Furnace,402,80065045.56
PO103271,Rexroth India,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Steel Melt Shop,441,39096290.52
PO103272,shanthi gears,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Plate Mill,173,29647918.25
PO103273,atlas copco,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Central Maintenance,336,60815707.68
PO103274,CASTROL INDIA,Castrol India Limited,Lubricants,hydraulic oil HLP 68 210L,Blast Furnace,317,3582299.71
PO103275,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Hot Strip Mill,253,20716128.29
PO103276,SKF INDIA,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Blast Furnace,282,2387296.38
PO103277,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Blast Furnace,342,65636072.28
PO103278,atlas copco,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Sinter Plant,148,33566303.8
PO103279,Larsen & Toubro,Larsen and Toubro Limited,Electrical & Automation,HT MOTOR 1000KW 6.6KV,Blast Furnace,7,374478.79
PO103280,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,gear coupling GC 250,Blast Furnace,65,24581614.2
PO103281,Fenner Conveyor Belting,Fenner Conveyor Belting India,Conveyor & Handling,CONVEYOR BELT 1200mm EP500/4,Steel Melt Shop,358,37890616.18
PO103282,Fenner India,Fenner Conveyor Belting India,Conveyor & Handling,idler roller 152dia,Plate Mill,321,24989082.81
PO103283,atlas copco,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Plate Mill,316,68171394.16
PO103284,Larsen & Toubro,Larsen and Toubro Limited,Electrical & Automation,PLC S7 input card,Hot Strip Mill,125,14718316.25
PO103285,Bosch Rexroth India Ltd,Bosch Rexroth India Limited,Hydraulics,hydraulic hose R2 1in,Central Maintenance,199,10011315.88
PO103286,TRL Krosaki,TRL Krosaki Refractories Limited,Refractories,tundish nozzle SEN 70mm,Power Plant,296,5355732.24
PO103287,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Power Plant,466,95202812.08
PO103288,Larsen & Toubro,Larsen and Toubro Limited,Electrical & Automation,VFD 132KW 415V drive,Central Maintenance,245,14433410.6
PO103289,S.K.F. India Limited,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Coke Oven,356,7392073.0
PO103290,T R L KROSAKI,TRL Krosaki Refractories Limited,Refractories,ladle slide gate plate,Coke Oven,148,4655699.64
PO103291,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,hyd power pack 90L 210bar,Plate Mill,202,19539621.6
PO103292,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,WORM GEARBOX 1:40 ratio,Steel Melt Shop,112,17466905.12
PO103293,SKF India Ltd,SKF India Limited,Bearings & Spares,plummer block SNH 517,Hot Strip Mill,195,2653076.4
PO103294,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,WORM GEARBOX 1:40 ratio,Hot Strip Mill,236,62221477.88
PO103295,Castrol India Ltd,Castrol India Limited,Lubricants,gear oil 320 ISO VG,Coke Oven,294,4985746.08
PO103296,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,WORM GEARBOX 1:40 ratio,Blast Furnace,439,60248882.41
PO103297,castrol india,Castrol India Limited,Lubricants,EP2 grease lithium 18kg,Plate Mill,457,5748776.66
PO103298,shanthi gears,Shanthi Gears Limited,Gears & Drives,gear coupling GC 250,Sinter Plant,327,107449371.45
PO103299,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,WORM GEARBOX 1:40 ratio,Power Plant,78,28353776.88
PO103300,S.K.F. India Limited,SKF India Limited,Bearings & Spares,SPHERICAL ROLLER BRG 22320,Sinter Plant,113,2598353.64
PO103301,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Central Maintenance,172,39018067.56
PO103302,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Power Plant,290,103286768.3
PO103303,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,gear coupling GC 250,Hot Strip Mill,203,25025413.7
PO103304,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,submersible pump 30HP,Plate Mill,453,82592006.43
PO103305,Fenner Conveyor Belting,Fenner Conveyor Belting India,Conveyor & Handling,CONVEYOR BELT 1200mm EP500/4,Hot Strip Mill,40,1998203.6
PO103306,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,hyd power pack 90L 210bar,Coke Oven,228,12575581.68
PO103307,L&T,Larsen and Toubro Limited,Electrical & Automation,MCCB 400A 4P,Hot Strip Mill,282,10027031.7
PO103308,FESTO INDIA,Festo India Private Limited,Pneumatics,solenoid valve 5/2 1/4in,Steel Melt Shop,408,9476644.56
PO103309,SKF India Ltd,SKF India Limited,Bearings & Spares,plummer block SNH 517,Blast Furnace,467,8278247.48
PO103310,Castrol India Ltd,Castrol India Limited,Lubricants,EP2 grease lithium 18kg,Power Plant,290,2167352.7
PO103311,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,WORM GEARBOX 1:40 ratio,Plate Mill,191,39163079.3
PO103312,TRL Krosaki Refractories Ltd,TRL Krosaki Refractories Limited,Refractories,castable LC 60% alumina 25kg,Steel Melt Shop,238,11639906.46
PO103313,SKF India Ltd,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Coke Oven,265,2217231.15
PO103314,S.K.F. India Limited,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Steel Melt Shop,392,9118613.84
PO103315,Vesuvius India Ltd,Vesuvius India Limited,Refractories,tundish nozzle SEN 70mm,Hot Strip Mill,193,8722416.91
PO103316,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Steel Melt Shop,142,17190108.2
PO103317,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Blast Furnace,71,6632288.21
PO103318,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,hyd power pack 90L 210bar,Coke Oven,283,18711826.99
